Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 5600,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Verrill, Addison E., Peabody Museum, Yale",,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol); SEM Stub,1124,,08/26/1882,Trawl,North Atlantic Ocean,,,United States,Massachusetts,,,"Georges Bank, SW Edge",40.02,-68.9,,,Fish Hawk R/V,,,,1170.00,,,,,,,0,,,,,,,,1/23/18 21:06,http://n2t.net/ark:/65665/35b7d7339-40a6-4792-a30f-162053349b92
USNM 56611,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),133,"Goodwin, T.",2/20/09,,North Atlantic Ocean,,,Canada,Nova Scotia,,,Western Bank,,,,,Schooner Elisha Crowell,,,,548.60,,,,USFC/GL133,,,17322,,,,,,,,7/19/17 19:07,http://n2t.net/ark:/65665/3f7edcf70-f8f3-4dcd-8fd8-4cabdbb11577
USNM 5697,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Verrill, Addison E., Peabody Museum, Yale",,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),808,"O'Brien, D.",08/16/1880,,North Atlantic Ocean,,,Canada,Newfoundland,,,"Grand Banks, Edge Of",,,,,Schooner Guy Cunningham,,,,549.00,,,,,,,0,,,,,,,,1/15/17 18:10,http://n2t.net/ark:/65665/3eb246eb4-11eb-43ac-879a-7e27fb3eb9f1
USNM 76799,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-90,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),NOT RECORDED,"Grifing, C.",,,North Atlantic Ocean,,,Canada,Nova Scotia,,,"Banquereau Bank, NE Part",,,,,Schooner Virginia Dart,,,,247.00,,,,,,,0,,,,,,,,10/18/18 21:30,http://n2t.net/ark:/65665/367f8a3d2-1785-4473-b663-4473fc5c58d5
USNM 80930,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Dec-91,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),35985,,5/17/83,,North Atlantic Ocean,,,United States,,,,"Georges Bank, Lydonia Canyon",40.2033,-68.1367,,,Eastward R/V,2B-79,,,930.00,,,,,,,336331,,,,,,,,10/21/18 12:25,http://n2t.net/ark:/65665/3773afd3f-4312-4353-85f5-367f7f5b9647
USNM 86009,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project,1 ca.,,Alcohol (Ethanol),10,University of Southern California,3/20/66,Trawl - Blake,North Atlantic Ocean,,,Canada,Nova Scotia,,,"Sable Island, off Banquereau",44.525,-56.875,,USAP,Eltanin R/V,2,,,403.00,,,,USARP/EL/2/10/USC,,,0,,,,,,,,2/9/20 18:47,http://n2t.net/ark:/65665/368dcf8bf-34ed-4346-8e72-ce452fdca1fd
USNM 9100,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Verrill, Addison E., Peabody Museum, Yale",,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),2046,United States Fish Commission,07/31/1883,Trawl - Beam,North Atlantic Ocean,,,United States,Massachusetts,,,"Nantucket Shoals, SE of",40.0469,-68.8167,,,Albatross R/V,,,,744.00,,,,USFC/A2046,,,0,,,,,,,,10/28/18 18:27,http://n2t.net/ark:/65665/3aa021d26-7e85-428a-93a3-a3bb4acf7917
USNM 1110361,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2007,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,MMS Collections; Investigations of Chemosynthetic Communities on the Lower Continental Slope of the Gulf of Mexico; CHEMO III,1,,Dry,JII-271,"Fisher, C. R.",6/12/07,ROV,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Lease lot MC462,28.4944,-88.8814,,Chemo III Deep Slope Cruise ROV Jason II,Jason II ROV,JII,,,973.00,,,,,,Individual ID# : ID#3; Event Log # : 8940,2046225,,,,,,,,8/26/19 15:23,http://n2t.net/ark:/65665/3d9b1e546-55c1-4632-8b85-f6de2f37e61b
USNM 1234929,Specimen/Lot,"Acanthogorgia armata Verrill, 1878",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,"Acanthogorgia armata Verrill, 1878 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),36023,,5/26/83,,North Atlantic Ocean,,,United States,,,,Lydonia Canyon,40.3792,-67.6558,,,Eastward R/V,2B-79,,,613.00,,,,,,,336331,,,,,,,,2/21/18 18:41,http://n2t.net/ark:/65665/3879cdb07-9b1f-427a-ad7e-54462254f18e
USNM 10515,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Deichmann, Elizabeth",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),2415,United States Fish Commission,04/01/1885,Trawl - Large Beam,North Atlantic Ocean,,,United States,Florida,,,off NE coast,30.7333,-79.4333,,,Albatross R/V,,,,805.00,,,,USFC/A2415,,,0,,,,,,,,12/19/18 19:45,http://n2t.net/ark:/65665/3f2eda0ad-08fe-49cc-95ac-3ed1f1a22b9c
USNM 42145,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Hargitt, C.",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),6070,,01/21/1899,,North Atlantic Ocean,Caribbean Sea,,Puerto Rico,,,,Mayaguez Harbor,,,,Puerto Rico Expedition,Fish Hawk R/V,,,,411.00,,,,,,,0,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/35aa221be-df9d-4b10-bebf-7afbd5acb4b5
USNM 42600,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Hargitt, C.",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),,"Hargitt, C.",,,,,,,,,,,,,,,,,,,,,,,,,,97540,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3761a664c-5341-405c-a0b3-2b2ed2683cf8
USNM 49427,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,2655,United States Fish Commission,05/02/1886,Trawl - Large Beam,North Atlantic Ocean,,,Bahamas,,,,"Little Bahama Bank, Grand Cay, North of",27.3667,-78.125,,,Albatross R/V,,,,618.00,,,,USFC/A2655,,,0,,,,,,,,1/6/19 21:28,http://n2t.net/ark:/65665/3c3bfcded-38db-44b9-8d6f-802cddbcbd15
USNM 49507,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),9,"Nutting, C. C.",5/17/22,Dredge,North Atlantic Ocean,Caribbean Sea,,Barbados,,,,"Pelican Island, 1/2 mile north of sta.8",13.17,-59.53,,University of Iowa Barbados - Antigua Expedition,Sloop Resolute,,,"Rocky bottom, tangles",183.00,,,,,,,131487,,,,,,,,6/19/17 19:10,http://n2t.net/ark:/65665/383264c4a-fc5c-44da-99e9-6ef155a5b57a
USNM 51266,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),453,,6/13/62,,North Atlantic Ocean,,,United States,Florida,,,"Blake Plateau, East Of St. Augustine",29.63,-78.43,,,Silver Bay R/V,,,,878.00,,,,,,,220144,,,,,,,,4/25/19 20:02,http://n2t.net/ark:/65665/354b296ff-1c11-496d-822f-97804558e502
USNM 55517,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),261,,2/8/68,,North Atlantic Ocean,,,Bahamas,,,,"Little Bahama Bank, Off NW Corner",27.3333,-79.3667,,,Gerda R/V,6404,,,512.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/34f942b58-9998-43e8-b438-5f40ca9c4713
USNM 55525,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),1036,,2/27/73,,North Atlantic Ocean,,,United States,Florida,,,"Straits Of Florida, SE Of Sombrero Key",24.375,-80.8833,,,Gerda R/V,6905,,,238.00,,,,,,,295887,,,,,,,,7/27/18 6:03,http://n2t.net/ark:/65665/3d870a02f-a74a-41a7-9b64-0c39be6b0b55
USNM 77147,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",7-Sep-65,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Lewis, J. B.",,,North Atlantic Ocean,Caribbean Sea,,Barbados,,,,Off west Coast,13.17,-59.53,,,,,,,400.00,,,,,,,237653,,,,,,,,6/7/21 20:27,http://n2t.net/ark:/65665/3ce8304ac-9869-46ca-8fde-5d351f714605
USNM 89122,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Wheaton, J.",19-Jul-89,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,MMS Collections; Northern Gulf of Mexico Continental Slope Study; NGOMCS,2,,Alcohol (Ethanol),WC-6,LGL Ecological Research Associates For BLM/ MMS,6/11/89,Trawl,North Atlantic Ocean,Gulf of Mexico,,United States,Louisiana,,,off Louisiana,27.7122,-91.5486,,NGOMCS,Citation R/V,V,,,543.00,,,,MMS-NGOMCS/5506,,,363247,,,,,,,,10/21/18 13:11,http://n2t.net/ark:/65665/31c762018-8d36-407e-aa88-43e97b7ecd42
USNM 97674,Specimen/Lot,"Acanthogorgia aspera Pourtales, 1867",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Dec-99,"Acanthogorgia aspera Pourtales, 1867 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Dunlap, K.",11/2/84,Hook & Line,North Atlantic Ocean,Caribbean Sea,,Colombia,,,,"Rosario Islands, Tesoro Island, North Of",,,,,,,,,400.00,,,,,,,406063,,,,,,,,10/21/18 14:02,http://n2t.net/ark:/65665/3b66e0d9a-ae90-4d31-98b7-cbb2076a36a1
USNM 1440027,Specimen/Lot,"Acanthogorgia atlantica Johnson, 1862",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Johnson, James Yate",,"Acanthogorgia atlantica Johnson, 1862 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria","Paramuricea atlantica (Johnson, 1862)",Type,"Johnson, J. Y. 1862. Descriptions of Some New Corals from Madeira. The Annals and Magazine of Natural History. 11 (61)",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,,,,North Atlantic Ocean,,,Madeira Islands,,,,,,,,,,,,,,,,,,,Original Number : 72.6.26.2,322031,,,,,,,,2/24/21 15:40,http://n2t.net/ark:/65665/34967a57f-71eb-4fee-8377-68e93fafa257
USNM 44172,Specimen/Lot,"Acanthogorgia boninensis Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Acanthogorgia boninensis Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Syntype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 59, fig. 11, pl. 1, fig. 1-3.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),,"Bock, S.",8/2/18,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ogasawara Island, East Of Chichi Jima Island",,,,,,,,,100.00,,,,,,,181299,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3d7de222e-9161-4238-bf85-24ff8efe48c0
USNM 43153,Specimen/Lot,"Acanthogorgia ceylonensis Thomson & Henderson, 1905",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Acanthogorgia ceylonensis Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),289,,1/21/04,,South Pacific Ocean,,,Indonesia,Lesser Sunda Islands,,,"Timor Island, Uato Lari, South Of",-9.055,126.408,,Siboga Expedition,Siboga R/V,,,"Sand, mud and shells",112.00,,,,,,,131487,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/30833888e-5096-422a-a345-dd926b1201d3
USNM 1075339,Specimen/Lot,"Acanthogorgia ceylonensis Thomson & Henderson, 1905",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",9-Oct-85,"Acanthogorgia ceylonensis Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,5,,Alcohol (Ethanol),18,,3/22/67,,Indian Ocean,Andaman Sea,,Thailand,,,,"Phuket Island, West Of",7.57,98,,IIOE,Te Vega R/V,1,,,77.00,,,,,,,260812,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/34e9469a2-6449-4994-a469-e6ef946530ba
USNM 1075914,Specimen/Lot,"Acanthogorgia ceylonensis Thomson & Henderson, 1905",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",2-Dec-85,"Acanthogorgia ceylonensis Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,1,Alcohol (Ethanol),259A,,12/2/67,trawl,Indian Ocean,"Arabian Sea, Gulf of Oman",,,,,,,26.58,56.42,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,73.00,,,,,,,264511,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/363b5c53c-d481-4350-b6aa-6213d074c9d9
USNM 75144,Specimen/Lot,"Acanthogorgia cf. laxa Wright & Studer, 1889",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Acanthogorgia laxa Wright & Studer, 1889 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,2 ca.,,Alcohol (Ethanol),2-May,"Hendler, G.; Smithsonian Oceanographic Sorting Center",3/17/86,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Pitt Islands",-65.9083,-65.2917,,USAP,Hero R/V,824,,,270.00,,,,USARP/HE/824/5-1/SOSC-H,,,356847,,,,,,,,10/21/18 14:36,http://n2t.net/ark:/65665/3fcb6245b-ebf6-4cac-8556-3a1b2e20eb30
USNM 44170,Specimen/Lot,"Acanthogorgia dofleini spinosa Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Acanthogorgia dofleini spinosa Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Syntype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 55, fig. 10, pl. 1, fig. 6.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),,"Bock, S.",5/16/18,,North Pacific Ocean,,,Japan,,,,"Goto Islands, 5 Mile Off Pallas Rock",32.25,128.2,,,,,,,160.00,,,,,,,181299,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3f27870b0-c199-452f-aa46-14b5c4560318
USNM 91915,Specimen/Lot,"Acanthogorgia flabellum Hickson, 1905",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Acanthogorgia flabellum Hickson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),310,,2/13/04,,South Pacific Ocean,Flores Sea,,Indonesia,Lesser Sunda Islands,,,"Sumbawa Island, Sape Strait",-8.5,119.125,,Siboga Expedition,Siboga R/V,,,,73.00,,,,,,,392622,,,,,,,,10/21/18 13:28,http://n2t.net/ark:/65665/31b1837ef-b2eb-4f5d-8d66-4e98a61d8590
USNM 30051,Specimen/Lot,"Acanthogorgia fusca Nutting, 1913",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Acanthogorgia fusca Nutting, 1913 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Holotype,"Nutting. 1912. Proc. U.S. Natl. Mus. 43: 73, pl. 10, fig. 1,1a, pl. 19, fig. 5.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),4935,United States Fish Commission,8/17/10,"Trawl - Agassiz beam, 9 ft",North Pacific Ocean,,,Japan,Kagoshima,,,"Kyushu Island, Osumi Strait, Sata Misaki",30.9556,130.586,,Northwestern Pacific Expedition,Albatross R/V,,,,188.00,,,Has original artwork or illustration attached.,USFC/A4935,,,51381,,,,,,,,1/27/21 20:24,http://n2t.net/ark:/65665/34106b13b-94b8-4b08-8fca-18b2e6befcb8
USNM 44184,Specimen/Lot,"Acanthogorgia goesi Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Acanthogorgia goesi Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Holotype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 83-85, fig. 18, pl. 2, fig. 3.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),,"Goes, A.",2/12/09,,North Atlantic Ocean,Caribbean Sea,,Anguilla,,,,,,,,,,,,,274.00,,,,,,,181251,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3d0065c78-6b1d-467d-aa1d-2ad639d7c84b
USNM 22556,Specimen/Lot,Acanthogorgia hawaiiensis Verrill,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,Acanthogorgia hawaiiensis Verrill : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4107,United States Fish Commission,7/25/06,"Trawl - Blake Beam, 10 ft",North Pacific Ocean,,,United States,Hawaii,,,"Kaiwi Channel, Between Molokai and Oahu Islands",21.2708,-157.431,,Hawaiian Explorations,Albatross R/V,,,,649.00,,,,USFC/A4107,,,47082,,,,,,,,5/8/19 17:42,http://n2t.net/ark:/65665/347a72d3d-3219-41ed-bd99-4bb846efae50
USNM 22557,Specimen/Lot,Acanthogorgia hawaiiensis Verrill,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,Acanthogorgia hawaiiensis Verrill : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4179,United States Fish Commission,8/13/06,"Trawl - Blake Beam, 5.5 ft",North Pacific Ocean,,,United States,Hawaii,,,"Niihau Island, Kawaihoa Point",,,,Hawaiian Explorations,Albatross R/V,,,,779.00,,,,USFC/A4179,,,47082,,,,,,,,5/15/19 17:46,http://n2t.net/ark:/65665/3a68b3c11-f9ab-41cf-bd5a-324a4480d89b
USNM 43120,Specimen/Lot,Acanthogorgia hawaiiensis Verrill,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia hawaiiensis Verrill : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4156,United States Fish Commission,8/7/06,"Trawl - Blake Beam, 5.5 ft",North Pacific Ocean,,,United States,Hawaii,,,Nihoa Island,,,,Hawaiian Explorations,Albatross R/V,,,,1039.00,,,,USFC/A4156,,,131487,,,,,,,,5/14/19 18:12,http://n2t.net/ark:/65665/32c5959e1-94dd-44a6-a745-fa86d011bf25
