"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 1091370"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"1955"	"Humes, A. G."	NA	NA	"South Pacific Ocean"	"Ceram Sea"	NA	"Indonesia"	"Moluccas"	NA	NA	"Obi Islands, Gomumu Island, South Of Obi"	-1.8333	127.515	NA	NA	"Alpha Helix R/V"	NA	NA	NA	10	NA	NA	NA	"Humes 1955"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/32f6e5a8f-fc1e-4cf9-904f-1210e6318ff6"
"USNM 1091381"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"1759"	"Humes, A. G."	NA	NA	"South Pacific Ocean"	"Banda Sea"	NA	"Indonesia"	"Moluccas"	NA	NA	"Banda Islands, Banda Island, Goenoeng Api, South Shore"	-4.5347	129.875	NA	NA	"Alpha Helix R/V"	NA	NA	NA	25	NA	NA	NA	"Humes 1759"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3f38ec3b7-d45c-458e-b142-08e23ee1e383"
"USNM 1092711"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"1"	NA	"Alcohol (Ethanol)"	"1603"	"University of Southern California"	NA	"Trawl - Blake"	"South Pacific Ocean"	NA	NA	"Chile"	"Magallanes y Antartica Chilena"	NA	NA	"Strait Of Magellan, Clarence Island"	-53.842	-71.642	NA	"USAP"	"Eltanin R/V"	"23"	NA	NA	269	NA	NA	NA	"USARP/EL/23/1603/USC"	NA	"removed from : 98210"	NA	NA	NA	NA	NA	NA	NA	NA	"2/22/17 15:19"	"http://n2t.net/ark:/65665/3f5595d09-8f88-492b-81eb-b58011b5fd6b"
"USNM 1092746"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"10-Aug-10"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"400C"	NA	NA	NA	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Beira, 50 Mile SE"	-20.5	35.72	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"8"	NA	NA	62	NA	NA	NA	NA	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3d761eb3d-e43e-43d4-9438-02cbc021d8c5"
"USNM 1094054"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	"2006"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Boutillier, J. A."	2009-06-08	NA	"North Pacific Ocean"	NA	NA	"Canada"	"British Columbia"	NA	NA	"on continental slope off British Columbia"	52.0797	-131.53	NA	NA	NA	NA	NA	NA	1523	NA	NA	NA	"Tow 27"	NA	NA	2036549	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/314236258-f543-4133-bf68-7556bf97bb82"
"USNM 1099457"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	"11-Jan"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"Polar antarctic collection"	"1"	NA	"Alcohol (Ethanol)"	"51"	"Mah, C."	2006-06-10	NA	"Antarctic Ocean"	NA	NA	"Antarctica"	NA	NA	NA	"Biscoe Islands"	-66.5347	-67.6352	NA	NA	"Lawrence M. Gould R/V"	"LMG06-05"	NA	NA	213	NA	NA	NA	NA	NA	NA	2042671	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3fa2f241b-4c8e-4483-8d49-da2136c7dda8"
"USNM 1104692"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"14-Oct-85"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Alcohol (Ethanol)"	"371F"	NA	NA	NA	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Quissico, 40 Mile E"	-24.77	35.3	NA	"IIOE - International Indian Ocean Expedition - International Indian Ocean Expedition"	"Anton Bruun R/V"	"7"	NA	NA	110	NA	NA	NA	NA	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"12/16/19 22:02"	"http://n2t.net/ark:/65665/30aa462e6-7878-4edd-9501-1730f33230c1"
"USNM 1104694"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"25-Jul-11"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"371D"	NA	NA	"Trawl - Agassiz"	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Mozambique Channel, South of Inhambane"	-24.77	35.33	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"7"	NA	NA	165	NA	NA	NA	NA	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/320615ef2-c7a0-466d-86b4-eb3b04ad40eb"
"USNM 1114521"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"703"	"Dunbar"	2011-12-11	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	"Nihoa, west of"	23.1372	-163.136	NA	NA	"Pisces V DSR/V"	NA	NA	NA	527	NA	NA	NA	NA	NA	NA	2046258	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3b0b31db4-e95a-4d52-b264-023f61da504b"
"USNM 1116816"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"698"	NA	2011-11-11	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	"Brooks Banks"	23.97	-166.73	NA	NA	"Pisces V DSR/V"	NA	NA	NA	591	NA	NA	NA	NA	NA	"specimen number : P5-698; DNA Specimen Number : 07-0020"	2046258	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3bd722fc5-c927-4a74-98cc-e90c77f68303"
"USNM 1116817"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"Pisces 5-701"	NA	NA	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	NA	24.3697	-166.054	NA	NA	"Pisces V DSR/V"	NA	NA	NA	1339	NA	NA	NA	NA	NA	"specimen number : P5-701-2; DNA Specimen Number : 07-0022"	2046258	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3660576c6-8e49-4874-b9b9-d9ad93f07194"
"USNM 1116819"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"703-9A"	NA	NA	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	NA	23.1378	-163.136	NA	NA	"Pisces V DSR/V"	NA	NA	NA	527	NA	NA	NA	NA	NA	"specimen number : P5-703-9A; DNA Specimen Number : 07-0028"	2046258	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/32c4c766c-1b35-4c29-9e90-708f55d9f9c4"
"USNM 1121532"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"9-Dec-12"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Polar antarctic collection"	"1 ca."	NA	"Alcohol (Ethanol)"	"1283"	"Lamont-Doherty Geological Observatory"	NA	"Net - Plankton"	"Antarctic Ocean"	NA	NA	NA	NA	NA	NA	NA	-62.02	-139.97	NA	"USAP"	"Eltanin R/V"	"19"	NA	NA	1000	NA	NA	NA	"USARP/EL/19/1283/LGO"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3ce6e000c-aa4d-4e21-a142-6d28c57ccc2b"
"USNM 1148070"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	"2010"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	NA	NA	NA	NA	"North Pacific Ocean"	NA	NA	"United States"	"California"	NA	NA	"Channel Islands, South East of Santa Cruz Island"	33.9192	-119.471	NA	"Deep Sea Corals and Benthic Habitat Surveys In and Around Channel Islands National Marine Sanctuary"	"McArthur II R/V"	NA	NA	NA	320	NA	NA	NA	NA	NA	NA	2055284	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3f06f6b60-a60e-48cb-b89a-5900020e1fc0"
"USNM 1148080"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"	"2010"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	NA	2010-09-14	NA	"North Pacific Ocean"	NA	NA	"United States"	"California"	NA	NA	"Channel Islands, South East of Santa Cruz Island"	33.5626	-119.022	NA	NA	"McArthur II R/V"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2055284	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/39ce8bc41-a1ee-4d09-989e-70437d0ce642"
"USNM 1187889"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	"16-Jul"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Brooks, A.; Sulak, K. J."	NA	NA	"North Atlantic Ocean"	"Gulf of Mexico"	NA	"United States"	"Florida"	NA	NA	"Coral Trees Reef"	29.5018	-86.1473	NA	NA	NA	NA	NA	NA	82	NA	NA	NA	"18"	NA	NA	2035426	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3c72875d5-c410-46ce-8fc6-bdebb3c8c1c6"
"USNM 1197400"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"1-Apr-63"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"NAD 9-X"	"Day, J."	NA	NA	"Indian Ocean"	NA	NA	"South Africa"	NA	NA	NA	"North of Port St. Johns"	-29.77	31.28	NA	"University of Cape Town Ecological Survey"	NA	NA	NA	NA	130	NA	NA	NA	NA	NA	NA	223961	NA	NA	NA	NA	NA	NA	NA	"2/9/17 22:08"	"http://n2t.net/ark:/65665/3673ab2fe-c472-4450-b483-32b9ce4e83d9"
"USNM 1200182"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"16-Feb-17"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"3"	NA	"Alcohol (Ethanol)"	NA	"Gooding, R. U."	NA	"Trawl - Gulf Shrimp"	"Indian Ocean"	NA	NA	"Somalia"	NA	NA	NA	"Off NE Coast Of Somalia"	11.87	51.23	NA	"IIOE - International Indian Ocean Expedition"	NA	"9"	NA	NA	70	NA	NA	NA	"RU-468"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"5/10/17 19:34"	"http://n2t.net/ark:/65665/3c6eed825-4742-4c78-955a-20ace32e3aa4"
"USNM 1200213"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"20-Feb-17"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"5"	NA	"Alcohol (Ethanol)"	"463"	NA	NA	"Trawl"	"Indian Ocean"	NA	NA	"Somalia"	NA	NA	NA	"off northeast coast of Somalia and south of Socotra Island"	11.4	51.58	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"9"	NA	NA	175	NA	NA	NA	NA	NA	NA	395425	NA	NA	NA	NA	NA	NA	NA	"12/10/19 18:32"	"http://n2t.net/ark:/65665/3d70651f0-1b84-4aa3-b192-1d151646ef85"
"USNM 1221633"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"RFB 1980"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	"BOLLAND/RFB 1980"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"9/28/17 15:34"	"http://n2t.net/ark:/65665/3650b833b-8b8f-43d4-aec8-43fac631cbce"
"USNM 1221644"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"M-77"	"Hendler, G."	NA	"Hand"	"South Pacific Ocean"	NA	NA	"Indonesia"	NA	NA	NA	"Schouten Islands, Biak Island"	-0.8367	135.502	NA	"SIPHILEXP - Smithsonian Philippines Expedition"	"Alpha Helix R/V"	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"9/28/17 17:46"	"http://n2t.net/ark:/65665/3563a3c76-4b9a-45c0-bc3a-6ea4683c2c34"
"USNM 1225993"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"5356"	"United States Fish Commission"	2001-06-13	"Trawl - McCormick, 6 ft"	"North Pacific Ocean"	NA	NA	"Philippines"	"Palawan"	NA	NA	"Palawan Island, North Balabac Strait, Bugsuk Island"	8.1111	117.312	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	106	NA	NA	NA	"USFC/A5356"	NA	NA	67302	NA	NA	NA	NA	NA	NA	NA	"8/5/19 21:19"	"http://n2t.net/ark:/65665/305668071-032b-4c7f-b08b-961d02cbc5a1"
"USNM 1225994"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 3"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Ocean Reef North Of Nananu-I-Ra"	-17.3	178.22	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/357fda3c2-4a04-4972-b46d-6ae9fde0b6e6"
"USNM 1225995"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 40"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Ocean Reef North Of Nananu-I-Ra, undersea passage channel"	-17.3	178.22	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/3a1e4064e-1f88-4ceb-b30a-f03a7db9de4e"
"USNM 1232680"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Dry"	"RFB 0963"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	"BOLLAND/RFB 0963"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3b5dcd2c5-99f9-4203-89f5-280aeb1accb0"
"USNM 1232712"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0978"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	"BOLLAND/RFB 0978"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3593edf25-849b-4654-8ccc-64920af9f6db"
"USNM 1232714"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0976"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 0976"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3de2908bf-34b4-4951-96b0-9bddd7608ab7"
