Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 75317,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",24-Jun-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7014,127.875,,,,,,,27,,,,,,Original Number : OK0697KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3dff87cbf-5bb8-4413-8021-3e7ece074f08
USNM 75332,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",10-Jul-84,,North Pacific Ocean,,,Japan,,,,"Miyako, Shimoji, 333",24.8383,125.13,,,,,,,30,,,,,,Original Number : OK0719KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3dc1db7ea-ea2d-40c9-a79b-c19f2179c3d1
USNM 75333,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",10-Jul-84,,North Pacific Ocean,,,Japan,,,,"Miyako, Shimoji, 333",24.8433,125.13,,,,,,,30,,,,,,Original Number : OK0720KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/386427d99-5e49-4bc4-b567-b1bcea509448
USNM 75334,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",10-Jul-84,,North Pacific Ocean,,,Japan,,,,"Miyako, Shimoji, 333",24.8383,125.13,,,,,,,30,,,,,,Original Number : OK0721KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/33a9f223c-0bff-40d1-939c-e813f8f38e8f
USNM 75342,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",10-Jul-84,,North Pacific Ocean,,,Japan,,,,"Miyako, Tori Ike",24.82,125.13,,,,,,,24,,,,,,Original Number : OK0729KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/317786a6d-fd58-4d68-bf1b-2fe58786b0a2
USNM 75346,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",13-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Onna Island",26.5,127.848,,,,,,,49,,,,,,Original Number : OK0735KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3e2bece5d-7dba-4481-b0b8-80a863ef9a1b
USNM 75348,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1483,"Bolland, R. F.",28-Jun-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Onna Island",26.5,127.848,,,,,,,to 40,,,,BOLLAND/RFB 1483,,Original Number : OK0737KM,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/342a6067e-4604-4ba0-96be-8f69ced45f1d
USNM 75357,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",16-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,24,,,,,,Original Number : OK0752KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3c4d22514-f2c8-4161-8acc-0b9d873b6820
USNM 75358,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",16-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.833,,,,,,,25,,,,,,Original Number : OK0755KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3698e087c-fce2-4360-aa61-caac99cc9fc8
USNM 75359,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",16-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,22,,,,,,Original Number : OK0762KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/30ffb3a02-1a3c-43f9-a5ae-c78c62122683
USNM 75360,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",19-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,20,,,,,,Original Number : OK0769KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3d879e174-f039-422e-8444-27930c234e88
USNM 75361,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",22-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima, Waji Hama",26.73,127.758,,,,,,,24.6,,,,,,Original Number : OK0772KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3fd39e6ff-8d8d-4bc7-a1ac-fea1a8df5e52
USNM 75383,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",22-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima, Waji Hama",26.73,127.758,,,,,,,27,,,,,,Original Number : OK0773KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3c7c6af44-a27f-4276-9a15-a3c185873992
USNM 75384,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",29-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7083,127.875,,,,,,,33,,,,,,Original Number : OK0786KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/332f819b3-f090-46d3-93d2-90d49b812a58
USNM 75385,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",20-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,21,,,,,,Original Number : OK0780KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3e042d64c-90a6-4c5f-8e13-4dab1a81a58c
USNM 75386,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",26-Sep-84,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,25,,,,,,Original Number : OK0781KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/394c0292a-0b8a-4e9b-8797-55bf94b93edc
USNM 75412,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1430,"Bolland, R. F.",9-Apr-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,to 61,,,,BOLLAND/RFB 1430,,Original Number : OK0813RB,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/3716a7908-ce49-40c2-8e05-eb4b8c4a240a
USNM 75413,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1471,"Bolland, R. F.",1-Jun-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,46 to 50,,,,BOLLAND/RFB 1471,,Original Number : OK0818RB,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/380972fc7-299b-4336-b14f-0c84be8d9f57
USNM 75423,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1458,"Bolland, R. F.",9-May-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,0 to 64,,,,BOLLAND/RFB 1458,,Original Number : OK0825RB,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/3e8eae6a1-3a06-45ce-a68b-e003277b1e08
USNM 75424,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1474,"Bolland, R. F.",20-Jun-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,43 to 49,,,,BOLLAND/RFB 1474,,Original Number : OK0834RB,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/38f33950d-a771-415f-96f5-61292c07425a
USNM 75484,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),RFB 1479,"Bolland, R. F.",24-Jun-85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,40 to 46,,,,BOLLAND/RFB 1479,,Original Number : OK0898RB,350091,,,,,,,,5/10/16 17:32,http://n2t.net/ark:/65665/3c07c445f-6400-4bf4-a659-fabe050dde6d
USNM 75521,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",14-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Naka No Uganjima",24.19,123.57,,,,,,,30,,,,,,Original Number : OK0947KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3ca4de410-79fd-4bd3-b21d-faffe1b35e63
USNM 75522,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",14-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Naka No Uganjima",24.19,123.57,,,,,,,30,,,,,,Original Number : OK0948KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/328081cf0-313c-4d74-b28e-085d55ef3b6a
USNM 75523,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",14-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Naka No Uganjima",24.19,123.57,,,,,,,30,,,,,,Original Number : OK0949KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/35711c1d4-a8c1-4049-9c29-af1174df2646
USNM 75524,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",16-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Sakiyama",24.3167,123.675,,,,,,,40,,,,,,Original Number : OK0961KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3015285bb-f000-4513-a2a0-ae2fff9584de
USNM 75553,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",18-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Sakiyama",24.3167,123.675,,,,,,,37,,,,,,Original Number : OK0976KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3304943d1-72b7-4c7d-b1c8-f5a74694ff93
USNM 75554,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",20-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Yonara Suido",24.37,123.95,,,,,,,21,,,,,,Original Number : OK0984KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3819f69e6-f85b-4002-9f43-eabf58ab698a
USNM 75560,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",20-Jul-85,,North Pacific Ocean,,,Japan,,,,"Iriomote, Yonara Suido",24.37,123.95,,,,,,,25,,,,,,Original Number : OK0987KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3a68f4565-e8b3-40b3-b896-7af471bb7701
USNM 75574,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5-Jul-81,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,,,,,,,Original Number : OK0013KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/371de60ef-cfb4-443d-852f-64c614eb9b61
USNM 75729,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5-Jul-81,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,25 to 30,,,,,,Original Number : OK0016KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/345731f8f-bb2c-46f5-9e5e-6c8e00b8578e
USNM 75731,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5-Jul-81,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,25 to 30,,,,,,Original Number : OK0018KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3b6334825-8d7c-4ce0-a563-9dd3adce5c1d
USNM 75734,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5-Jul-81,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,25 to 30,,,,,,Original Number : OK0022KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3fc97ea7f-1300-4be0-8a8d-4ca7f026d1fe
USNM 75758,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",12-Jul-81,,North Pacific Ocean,,,Japan,,,,Yuronjima,27.0583,128.42,,,,,,,43,,,,,,Original Number : OK0060KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/31c275601-57fa-4a26-9e8a-49313f0a99d6
USNM 75759,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",12-Jul-81,,North Pacific Ocean,,,Japan,,,,Yuronjima,27.0583,128.42,,,,,,,40,,,,,,Original Number : OK0061KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3e7bd80a3-6839-46ef-a38f-f435068a52a3
USNM 75760,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2 ca.,,Dry,,"Muzik, K.",12-Jul-81,,North Pacific Ocean,,,Japan,,,,Yuronjima,27.0583,128.42,,,,,,,35,,,,,,Original Number : OK0062KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/314057121-8db6-400a-b5f1-fdf96b7a83ee
USNM 75761,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2 ca.,,Dry,,"Muzik, K.",12-Jul-81,,North Pacific Ocean,,,Japan,,,,Yuronjima,27.0583,128.42,,,,,,,43,,,,,,Original Number : OK0063KM,350091,,,,,,,,5/10/16 17:36,http://n2t.net/ark:/65665/3251acd00-4b1c-43ac-aead-3db1ed74449a
